Referencia;Sheet;Tipo;Valor
Evolução do Unsecured Funding - Dívida Subordinada;InputSite_Highlights;1Q12;4230,9100
Evolução do Unsecured Funding - Perpétuo;InputSite_Highlights;1Q12;0,0000
Evolução do Unsecured Funding - Empréstimos e repasses;InputSite_Highlights;1Q12;1450,7000
Evolução do Unsecured Funding - Total;InputSite_Highlights;1Q12;25116,6770
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receita Total";InputSite_Highlights;2Q12;1335,7923
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Despesas Operacionais";InputSite_Highlights;2Q12;-730,5940
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Amortização de ágio";InputSite_Highlights;2Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Salários não recorrentes e despesas administrativas";InputSite_Highlights;2Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receitas não recorrentes ";InputSite_Highlights;2Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Imposto de renda e contribuição social";InputSite_Highlights;2Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido";InputSite_Highlights;2Q12;521,8909
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido Ajustado";InputSite_Highlights;2Q12;521,8909
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido ajustado por unit (R$)";InputSite_Highlights;2Q12;0,5912
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Dividendos";InputSite_Highlights;2Q12;181,6097
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Juros sobre o capital próprio (JCP)";InputSite_Highlights;2Q12;220,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Patrimônio Liquido";InputSite_Highlights;2Q12;8954,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Total Ativos";InputSite_Highlights;2Q12;117534,0300
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - BPAC11 - Total Units (ex treasury ) - in MM ";InputSite_Highlights;2Q12;882,8000
Principais Indicadores - ROAE Anualizado;InputSite_Highlights;2Q12;0,2656
Principais Indicadores - ROAE Anualizado Ajustado;InputSite_Highlights;2Q12;0,2656
Principais Indicadores - ROAA;InputSite_Highlights;2Q12;0,0195
Principais Indicadores - ROAA Ajustado;InputSite_Highlights;2Q12;0,0195
Principais Indicadores - Índice de eficiência;InputSite_Highlights;2Q12;0,5469
Principais Indicadores - Índice de remuneração;InputSite_Highlights;2Q12;0,2648
Principais Indicadores - VP por Unit;InputSite_Highlights;2Q12;10,1427
Principais Indicadores - AuM e AuA (em R$ bilhões);InputSite_Highlights;2Q12;132,4738
Principais Indicadores - WuM (em R$ bilhões);InputSite_Highlights;2Q12;40,8381
Principais Indicadores - Funcionários;InputSite_Highlights;2Q12;1434,0000
Principais Indicadores - Sócios e Associados;InputSite_Highlights;2Q12;165,0000
Principais Indicadores - Índice de Basiléia (aplicável apenas ao Banco BTG Pactual);InputSite_Highlights;2Q12;0,1872
Ativos - Ativos ilíquidos;InputSite_Highlights;2Q12;-
Ativos - Ativos do Banco Pan;InputSite_Highlights;2Q12;-
Ativos - Outros valores e bens;InputSite_Highlights;2Q12;-
Ativos - Carteira de crédito;InputSite_Highlights;2Q12;-
Ativos - Ativos financeiros;InputSite_Highlights;2Q12;-
Ativos - Liquidação pendente;InputSite_Highlights;2Q12;-
Ativos - Ativos vinculados a compromissos de recompra (REPO);InputSite_Highlights;2Q12;-
Ativos - Caixa e equivalentes de caixa;InputSite_Highlights;2Q12;-
Ativos - Total Ativos;InputSite_Highlights;2Q12;-
Passivos - Patrimônio líquido;InputSite_Highlights;2Q12;-
Passivos - Perpetuo;InputSite_Highlights;2Q12;-
Passivos - Banco Pan Passivos;InputSite_Highlights;2Q12;-
Passivos - Outras obrigações;InputSite_Highlights;2Q12;-
Passivos - Financiamento por depósitos, títulos emitidos e empréstimos e repasses;InputSite_Highlights;2Q12;-
Passivos - Depósitos à vista;InputSite_Highlights;2Q12;-
Passivos - Financiamento através de títulos e valores mobiliários;InputSite_Highlights;2Q12;-
Passivos - Liquidação pendente;InputSite_Highlights;2Q12;-
Passivos - Obrigações por operações compromissadas (REPO);InputSite_Highlights;2Q12;-
Passivos - Total Passivos;InputSite_Highlights;2Q12;-
Evolução do Unsecured Funding - Depósitos à vista;InputSite_Highlights;2Q12;1427,0540
Evolução do Unsecured Funding - Depósitos interfinanceiros;InputSite_Highlights;2Q12;823,7970
Evolução do Unsecured Funding - Depósitos a prazo;InputSite_Highlights;2Q12;14120,6980
Evolução do Unsecured Funding - Títulos Emitidos;InputSite_Highlights;2Q12;5012,1270
Evolução do Unsecured Funding - Dívida Subordinada;InputSite_Highlights;2Q12;4486,3720
Evolução do Unsecured Funding - Perpétuo;InputSite_Highlights;2Q12;0,0000
Evolução do Unsecured Funding - Empréstimos e repasses;InputSite_Highlights;2Q12;1407,3100
Evolução do Unsecured Funding - Total;InputSite_Highlights;2Q12;27277,3580
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receita Total";InputSite_Highlights;3Q12;1325,1844
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Despesas Operacionais";InputSite_Highlights;3Q12;-616,6070
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Amortização de ágio";InputSite_Highlights;3Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Salários não recorrentes e despesas administrativas";InputSite_Highlights;3Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receitas não recorrentes ";InputSite_Highlights;3Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Imposto de renda e contribuição social";InputSite_Highlights;3Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido";InputSite_Highlights;3Q12;433,5080
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido Ajustado";InputSite_Highlights;3Q12;433,5080
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido ajustado por unit (R$)";InputSite_Highlights;3Q12;0,4911
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Dividendos";InputSite_Highlights;3Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Juros sobre o capital próprio (JCP)";InputSite_Highlights;3Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Patrimônio Liquido";InputSite_Highlights;3Q12;9387,0560
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Total Ativos";InputSite_Highlights;3Q12;131258,2700
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - BPAC11 - Total Units (ex treasury ) - in MM ";InputSite_Highlights;3Q12;882,8000
Principais Indicadores - ROAE Anualizado;InputSite_Highlights;3Q12;0,1891
Principais Indicadores - ROAE Anualizado Ajustado;InputSite_Highlights;3Q12;0,1891
Principais Indicadores - ROAA;InputSite_Highlights;3Q12;0,0139
Principais Indicadores - ROAA Ajustado;InputSite_Highlights;3Q12;0,0139
Principais Indicadores - Índice de eficiência;InputSite_Highlights;3Q12;0,4653
Principais Indicadores - Índice de remuneração;InputSite_Highlights;3Q12;0,3115
Principais Indicadores - VP por Unit;InputSite_Highlights;3Q12;10,6333
Principais Indicadores - AuM e AuA (em R$ bilhões);InputSite_Highlights;3Q12;150,6028
Principais Indicadores - WuM (em R$ bilhões);InputSite_Highlights;3Q12;43,5020
Principais Indicadores - Funcionários;InputSite_Highlights;3Q12;1539,0000
Principais Indicadores - Sócios e Associados;InputSite_Highlights;3Q12;165,0000
Principais Indicadores - Índice de Basiléia (aplicável apenas ao Banco BTG Pactual);InputSite_Highlights;3Q12;0,1832
Ativos - Ativos ilíquidos;InputSite_Highlights;3Q12;-
Ativos - Ativos do Banco Pan;InputSite_Highlights;3Q12;-
Ativos - Outros valores e bens;InputSite_Highlights;3Q12;-
Ativos - Carteira de crédito;InputSite_Highlights;3Q12;-
Ativos - Ativos financeiros;InputSite_Highlights;3Q12;-
Ativos - Liquidação pendente;InputSite_Highlights;3Q12;-
Ativos - Ativos vinculados a compromissos de recompra (REPO);InputSite_Highlights;3Q12;-
Ativos - Caixa e equivalentes de caixa;InputSite_Highlights;3Q12;-
Ativos - Total Ativos;InputSite_Highlights;3Q12;-
Passivos - Patrimônio líquido;InputSite_Highlights;3Q12;-
Passivos - Perpetuo;InputSite_Highlights;3Q12;-
Passivos - Banco Pan Passivos;InputSite_Highlights;3Q12;-
Passivos - Outras obrigações;InputSite_Highlights;3Q12;-
Passivos - Financiamento por depósitos, títulos emitidos e empréstimos e repasses;InputSite_Highlights;3Q12;-
Passivos - Depósitos à vista;InputSite_Highlights;3Q12;-
Passivos - Financiamento através de títulos e valores mobiliários;InputSite_Highlights;3Q12;-
Passivos - Liquidação pendente;InputSite_Highlights;3Q12;-
Passivos - Obrigações por operações compromissadas (REPO);InputSite_Highlights;3Q12;-
Passivos - Total Passivos;InputSite_Highlights;3Q12;-
Evolução do Unsecured Funding - Depósitos à vista;InputSite_Highlights;3Q12;2024,0000
Evolução do Unsecured Funding - Depósitos interfinanceiros;InputSite_Highlights;3Q12;520,9000
Evolução do Unsecured Funding - Depósitos a prazo;InputSite_Highlights;3Q12;14258,8000
Evolução do Unsecured Funding - Títulos Emitidos;InputSite_Highlights;3Q12;6570,3000
Evolução do Unsecured Funding - Dívida Subordinada;InputSite_Highlights;3Q12;6147,9000
Evolução do Unsecured Funding - Perpétuo;InputSite_Highlights;3Q12;0,0000
Evolução do Unsecured Funding - Empréstimos e repasses;InputSite_Highlights;3Q12;1760,7000
Evolução do Unsecured Funding - Total;InputSite_Highlights;3Q12;31282,6000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receita Total";InputSite_Highlights;4Q12;1719,3036
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Despesas Operacionais";InputSite_Highlights;4Q12;-867,3252
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Amortização de ágio";InputSite_Highlights;4Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Salários não recorrentes e despesas administrativas";InputSite_Highlights;4Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receitas não recorrentes ";InputSite_Highlights;4Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Imposto de renda e contribuição social";InputSite_Highlights;4Q12;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido";InputSite_Highlights;4Q12;682,3158
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido Ajustado";InputSite_Highlights;4Q12;682,3158
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido ajustado por unit (R$)";InputSite_Highlights;4Q12;0,7540
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Dividendos";InputSite_Highlights;4Q12;192,2869
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Juros sobre o capital próprio (JCP)";InputSite_Highlights;4Q12;220,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Patrimônio Liquido";InputSite_Highlights;4Q12;10101,4668
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Total Ativos";InputSite_Highlights;4Q12;123316,3070
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - BPAC11 - Total Units (ex treasury ) - in MM ";InputSite_Highlights;4Q12;904,9674
Principais Indicadores - ROAE Anualizado;InputSite_Highlights;4Q12;0,2801
Principais Indicadores - ROAE Anualizado Ajustado;InputSite_Highlights;4Q12;0,2801
Principais Indicadores - ROAA;InputSite_Highlights;4Q12;0,0214
Principais Indicadores - ROAA Ajustado;InputSite_Highlights;4Q12;0,0214
Principais Indicadores - Índice de eficiência;InputSite_Highlights;4Q12;0,5045
Principais Indicadores - Índice de remuneração;InputSite_Highlights;4Q12;0,1890
Principais Indicadores - VP por Unit;InputSite_Highlights;4Q12;11,1622
Principais Indicadores - AuM e AuA (em R$ bilhões);InputSite_Highlights;4Q12;170,6938
Principais Indicadores - WuM (em R$ bilhões);InputSite_Highlights;4Q12;62,2049
Principais Indicadores - Funcionários;InputSite_Highlights;4Q12;2192,0000
Principais Indicadores - Sócios e Associados;InputSite_Highlights;4Q12;162,0000
Principais Indicadores - Índice de Basiléia (aplicável apenas ao Banco BTG Pactual);InputSite_Highlights;4Q12;0,1785
Ativos - Ativos ilíquidos;InputSite_Highlights;4Q12;8676,4671
Ativos - Ativos do Banco Pan;InputSite_Highlights;4Q12;0,0000
Ativos - Outros valores e bens;InputSite_Highlights;4Q12;1365,0000
Ativos - Carteira de crédito;InputSite_Highlights;4Q12;23724,3280
Ativos - Ativos financeiros;InputSite_Highlights;4Q12;30336,6455
Ativos - Liquidação pendente;InputSite_Highlights;4Q12;3296,9079
Ativos - Ativos vinculados a compromissos de recompra (REPO);InputSite_Highlights;4Q12;51542,5791
Ativos - Caixa e equivalentes de caixa;InputSite_Highlights;4Q12;4374,2021
Ativos - Total Ativos;InputSite_Highlights;4Q12;123316,1298
Passivos - Patrimônio líquido;InputSite_Highlights;4Q12;10101,4668
Passivos - Perpetuo;InputSite_Highlights;4Q12;0,0000
Passivos - Banco Pan Passivos;InputSite_Highlights;4Q12;0,0000
Passivos - Outras obrigações;InputSite_Highlights;4Q12;5081,1848
Passivos - Financiamento por depósitos, títulos emitidos e empréstimos e repasses;InputSite_Highlights;4Q12;31254,9400
Passivos - Depósitos à vista;InputSite_Highlights;4Q12;0,0000
Passivos - Financiamento através de títulos e valores mobiliários;InputSite_Highlights;4Q12;19850,0779
Passivos - Liquidação pendente;InputSite_Highlights;4Q12;6418,2840
Passivos - Obrigações por operações compromissadas (REPO);InputSite_Highlights;4Q12;50610,3535
Passivos - Total Passivos;InputSite_Highlights;4Q12;123316,3070
Evolução do Unsecured Funding - Depósitos à vista;InputSite_Highlights;4Q12;284,0000
Evolução do Unsecured Funding - Depósitos interfinanceiros;InputSite_Highlights;4Q12;627,0000
Evolução do Unsecured Funding - Depósitos a prazo;InputSite_Highlights;4Q12;13713,0000
Evolução do Unsecured Funding - Títulos Emitidos;InputSite_Highlights;4Q12;8480,0000
Evolução do Unsecured Funding - Dívida Subordinada;InputSite_Highlights;4Q12;6246,0000
Evolução do Unsecured Funding - Perpétuo;InputSite_Highlights;4Q12;0,0000
Evolução do Unsecured Funding - Empréstimos e repasses;InputSite_Highlights;4Q12;1905,0000
Evolução do Unsecured Funding - Total;InputSite_Highlights;4Q12;31255,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receita Total";InputSite_Highlights;2012;5619,7911
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Despesas Operacionais";InputSite_Highlights;2012;-2746,4008
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Amortização de ágio";InputSite_Highlights;2012;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Salários não recorrentes e despesas administrativas";InputSite_Highlights;2012;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Receitas não recorrentes ";InputSite_Highlights;2012;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Imposto de renda e contribuição social";InputSite_Highlights;2012;0,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido";InputSite_Highlights;2012;2061,2152
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido Ajustado";InputSite_Highlights;2012;2061,2152
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Lucro Liquido ajustado por unit (R$)";InputSite_Highlights;2012;2,2777
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Dividendos";InputSite_Highlights;2012;373,8967
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Juros sobre o capital próprio (JCP)";InputSite_Highlights;2012;440,0000
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Patrimônio Liquido";InputSite_Highlights;2012;10101,4668
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - Total Ativos";InputSite_Highlights;2012;123316,3070
"Resumo Financeiro & Indicadores de Desempenho (""KPIs"") - BPAC11 - Total Units (ex treasury ) - in MM ";InputSite_Highlights;2012;904,9674
Principais Indicadores - ROAE Anualizado;InputSite_Highlights;2012;0,2507
Principais Indicadores - ROAE Anualizado Ajustado;InputSite_Highlights;2012;0,2507
Principais Indicadores - ROAA;InputSite_Highlights;2012;0,0201
Principais Indicadores - ROAA Ajustado;InputSite_Highlights;2012;0,2507
Principais Indicadores - Índice de eficiência;InputSite_Highlights;2012;0,4887
Principais Indicadores - Índice de remuneração;InputSite_Highlights;2012;0,2660
Principais Indicadores - VP por Unit;InputSite_Highlights;2012;11,1622
Principais Indicadores - AuM e AuA (em R$ bilhões);InputSite_Highlights;2012;170,6938
Principais Indicadores - WuM (em R$ bilhões);InputSite_Highlights;2012;62,2049
Principais Indicadores - Funcionários;InputSite_Highlights;2012;2192,0000
Principais Indicadores - Sócios e Associados;InputSite_Highlights;2012;162,0000
Principais Indicadores - Índice de Basiléia (aplicável apenas ao Banco BTG Pactual);InputSite_Highlights;2012;0,1785
Ativos - Ativos ilíquidos;InputSite_Highlights;2012;8676,4671
Ativos - Ativos do Banco Pan;InputSite_Highlights;2012;0,0000
Ativos - Outros valores e bens;InputSite_Highlights;2012;1365,0000
Ativos - Carteira de crédito;InputSite_Highlights;2012;23724,3280
Ativos - Ativos financeiros;InputSite_Highlights;2012;30336,6455
Ativos - Liquidação pendente;InputSite_Highlights;2012;3296,9079
Ativos - Ativos vinculados a compromissos de recompra (REPO);InputSite_Highlights;2012;51542,5791
Ativos - Caixa e equivalentes de caixa;InputSite_Highlights;2012;4374,2021
Ativos - Total Ativos;InputSite_Highlights;2012;123316,1298
